source,source_job_id,company,title,location,latitude,longitude,employment_type,workplace_type,detected_intents,course_scores,url
lever,d9247928-ed05-4e9f-8d7f-d3bd8fa2f54c,Shield AI,Reliability Analyst (R5728),"Dallas, Texas",32.78306,-96.80667,Full Time Employee,onsite,,"{""electrical_engineering"": 12, ""computer_science"": 0, ""mechanical_engineering"": 0, ""civil_engineering"": 0, ""production_engineering"": 12, ""administration"": 9, ""data_science"": 9}",https://jobs.lever.co/shieldai/d9247928-ed05-4e9f-8d7f-d3bd8fa2f54c
lever,cf32e29c-4468-4917-8c6a-f21bbac635e8,Shield AI,Revenue Manager (R5466),London,51.50853,-0.12574,International Office Entity,onsite,internship,"{""electrical_engineering"": 0, ""computer_science"": 0, ""mechanical_engineering"": 9, ""civil_engineering"": 0, ""production_engineering"": 9, ""administration"": 54, ""data_science"": 0}",https://jobs.lever.co/shieldai/cf32e29c-4468-4917-8c6a-f21bbac635e8
lever,2fc30e70-aa40-44e0-82e8-369a10891981,Shield AI,Senior Accountant (R5541),"San Mateo, California",14.6982,121.1236,Full Time Employee,onsite,,"{""electrical_engineering"": 0, ""computer_science"": 0, ""mechanical_engineering"": 0, ""civil_engineering"": 0, ""production_engineering"": 9, ""administration"": 51, ""data_science"": 0}",https://jobs.lever.co/shieldai/2fc30e70-aa40-44e0-82e8-369a10891981
lever,1505271b-dfd0-4439-8d87-38b894492249,Shield AI,Senior Accountant (R5542),"San Diego, California",32.71571,-117.16472,Full Time Employee,onsite,,"{""electrical_engineering"": 0, ""computer_science"": 0, ""mechanical_engineering"": 0, ""civil_engineering"": 0, ""production_engineering"": 9, ""administration"": 51, ""data_science"": 0}",https://jobs.lever.co/shieldai/1505271b-dfd0-4439-8d87-38b894492249
lever,938a7ddf-521f-4581-b5ba-c3ba29f9308a,Shield AI,Senior Aerospace Engineer (R5732),"Dallas, Texas",32.78306,-96.80667,Full Time Employee,onsite,,"{""electrical_engineering"": 9, ""computer_science"": 0, ""mechanical_engineering"": 17, ""civil_engineering"": 0, ""production_engineering"": 9, ""administration"": 9, ""data_science"": 0}",https://jobs.lever.co/shieldai/938a7ddf-521f-4581-b5ba-c3ba29f9308a
lever,115aa1cf-8ac5-4002-8b75-5c7e64945883,Shield AI,Senior Aerostructures Design Engineer (R5158),"Seattle, Washington",47.60621,-122.33207,Full Time Employee,onsite,,"{""electrical_engineering"": 0, ""computer_science"": 0, ""mechanical_engineering"": 0, ""civil_engineering"": 17, ""production_engineering"": 9, ""administration"": 9, ""data_science"": 0}",https://jobs.lever.co/shieldai/115aa1cf-8ac5-4002-8b75-5c7e64945883
lever,6d30ed20-fdae-42ae-a4b0-93a05c60cdba,Shield AI,Senior Autonomy Integration Engineer,London,51.50853,-0.12574,Full Time Employee,hybrid,,"{""electrical_engineering"": 9, ""computer_science"": 0, ""mechanical_engineering"": 0, ""civil_engineering"": 0, ""production_engineering"": 9, ""administration"": 9, ""data_science"": 0}",https://jobs.lever.co/shieldai/6d30ed20-fdae-42ae-a4b0-93a05c60cdba
lever,ef1b63a1-3d4c-49ff-8d59-d22a4f73819f,Shield AI,Senior Business Development Lead - Hivemind - Greece (R5496),Athens,37.98376,23.72784,Full Time Employee,onsite,,"{""electrical_engineering"": 9, ""computer_science"": 0, ""mechanical_engineering"": 0, ""civil_engineering"": 0, ""production_engineering"": 9, ""administration"": 82, ""data_science"": 0}",https://jobs.lever.co/shieldai/ef1b63a1-3d4c-49ff-8d59-d22a4f73819f
lever,d4e040c9-8e90-4d7e-b197-162fb353db35,Shield AI,Senior Business Development Lead - Hivemind - Netherlands,Amsterdam,52.37403,4.88969,Full Time Employee,onsite,,"{""electrical_engineering"": 9, ""computer_science"": 0, ""mechanical_engineering"": 0, ""civil_engineering"": 0, ""production_engineering"": 9, ""administration"": 82, ""data_science"": 0}",https://jobs.lever.co/shieldai/d4e040c9-8e90-4d7e-b197-162fb353db35
lever,6fde829e-7482-4990-b7b2-fffacb52c88e,Shield AI,Senior Business Development Lead - Hivemind - UK,London,51.50853,-0.12574,Full Time Employee,onsite,,"{""electrical_engineering"": 9, ""computer_science"": 0, ""mechanical_engineering"": 0, ""civil_engineering"": 0, ""production_engineering"": 9, ""administration"": 79, ""data_science"": 0}",https://jobs.lever.co/shieldai/6fde829e-7482-4990-b7b2-fffacb52c88e
lever,1bbb8b7a-4f23-474e-8b7a-442041f7f34c,Shield AI,Senior Business Development Lead - Italy (R5233),Rome,41.89193,12.51133,,onsite,,"{""electrical_engineering"": 9, ""computer_science"": 0, ""mechanical_engineering"": 0, ""civil_engineering"": 0, ""production_engineering"": 9, ""administration"": 88, ""data_science"": 0}",https://jobs.lever.co/shieldai/1bbb8b7a-4f23-474e-8b7a-442041f7f34c
lever,a64042bd-5490-4ef7-9e93-38e1b120b1d3,Shield AI,Senior Component Engineer,"Seattle, Washington",47.60621,-122.33207,Full Time Employee,onsite,,"{""electrical_engineering"": 9, ""computer_science"": 0, ""mechanical_engineering"": 0, ""civil_engineering"": 0, ""production_engineering"": 12, ""administration"": 9, ""data_science"": 0}",https://jobs.lever.co/shieldai/a64042bd-5490-4ef7-9e93-38e1b120b1d3
lever,9a0011ee-2c2c-40e0-ab86-a7c1d436b04a,Shield AI,Senior Contracts Manager,Melbourne,-37.814,144.96332,Full Time Employee,hybrid,,"{""electrical_engineering"": 9, ""computer_science"": 0, ""mechanical_engineering"": 9, ""civil_engineering"": 0, ""production_engineering"": 0, ""administration"": 60, ""data_science"": 0}",https://jobs.lever.co/shieldai/9a0011ee-2c2c-40e0-ab86-a7c1d436b04a
lever,9fd0a58a-6bdc-465c-8d1e-0c152e13ba66,Shield AI,"Senior Data & Analytics Engineer, Domain Enablement (R5536)",Remote,,,Full Time Employee,remote,,"{""electrical_engineering"": 0, ""computer_science"": 0, ""mechanical_engineering"": 0, ""civil_engineering"": 0, ""production_engineering"": 9, ""administration"": 57, ""data_science"": 17}",https://jobs.lever.co/shieldai/9fd0a58a-6bdc-465c-8d1e-0c152e13ba66
lever,3fef9281-0eeb-43c3-8273-5586df5d1817,Shield AI,Senior DevSecOps Engineer,London,51.50853,-0.12574,Full Time Employee,hybrid,,"{""electrical_engineering"": 0, ""computer_science"": 49, ""mechanical_engineering"": 0, ""civil_engineering"": 9, ""production_engineering"": 0, ""administration"": 0, ""data_science"": 0}",https://jobs.lever.co/shieldai/3fef9281-0eeb-43c3-8273-5586df5d1817
lever,14f30de4-a7ee-4b86-bb27-d60f3aceb678,Shield AI,"Senior Director of Business Development - Japan, South Korea, and Taiwan (R4831)",Tokyo,35.6895,139.69171,International EOR,onsite,internship,"{""electrical_engineering"": 9, ""computer_science"": 0, ""mechanical_engineering"": 9, ""civil_engineering"": 0, ""production_engineering"": 9, ""administration"": 82, ""data_science"": 0}",https://jobs.lever.co/shieldai/14f30de4-a7ee-4b86-bb27-d60f3aceb678
lever,50f5fe16-1a52-4051-8fc8-bff685e0f6b8,Shield AI,Senior Director of Hivemind Finance (R5621),"Washington, DC",38.89511,-77.03637,Full Time Employee,onsite,,"{""electrical_engineering"": 9, ""computer_science"": 0, ""mechanical_engineering"": 0, ""civil_engineering"": 0, ""production_engineering"": 9, ""administration"": 59, ""data_science"": 0}",https://jobs.lever.co/shieldai/50f5fe16-1a52-4051-8fc8-bff685e0f6b8
lever,756990b7-e0c9-4c65-88a4-fca6a5e64669,Shield AI,"Senior Director, Flight Operations (V-BAT) (R5797)","Dallas, Texas",32.78306,-96.80667,Full Time Employee,onsite,,"{""electrical_engineering"": 0, ""computer_science"": 0, ""mechanical_engineering"": 0, ""civil_engineering"": 0, ""production_engineering"": 17, ""administration"": 59, ""data_science"": 0}",https://jobs.lever.co/shieldai/756990b7-e0c9-4c65-88a4-fca6a5e64669
lever,34164b22-f9d9-4364-862d-5d0cf8f7a108,Shield AI,"Senior Director, Hivemind Operations & Sustainment (R5855)","Washington, DC",38.89511,-77.03637,Full Time Employee,onsite,,"{""electrical_engineering"": 0, ""computer_science"": 0, ""mechanical_engineering"": 0, ""civil_engineering"": 0, ""production_engineering"": 17, ""administration"": 17, ""data_science"": 0}",https://jobs.lever.co/shieldai/34164b22-f9d9-4364-862d-5d0cf8f7a108
lever,dbeedcfb-0420-4216-8529-9b02d43e29f4,Shield AI,"Senior Electrical Engineer, Hardware Test (R5099)","Dallas, Texas",32.78306,-96.80667,Full Time Employee,onsite,,"{""electrical_engineering"": 87, ""computer_science"": 0, ""mechanical_engineering"": 9, ""civil_engineering"": 0, ""production_engineering"": 9, ""administration"": 9, ""data_science"": 0}",https://jobs.lever.co/shieldai/dbeedcfb-0420-4216-8529-9b02d43e29f4
lever,79b8fc20-9321-4858-b68a-bb78f4eb4327,Shield AI,"Senior Electrical Engineer, Hardware Test (R5154)","Seattle, Washington",47.60621,-122.33207,Full Time Employee,onsite,,"{""electrical_engineering"": 87, ""computer_science"": 0, ""mechanical_engineering"": 9, ""civil_engineering"": 0, ""production_engineering"": 9, ""administration"": 9, ""data_science"": 0}",https://jobs.lever.co/shieldai/79b8fc20-9321-4858-b68a-bb78f4eb4327
lever,9208872f-9af8-4a63-8afc-0d7a5e7dbca0,Shield AI,"Senior Electrical Engineer, Test Equipment Design","Dallas, Texas",32.78306,-96.80667,Full Time Employee,onsite,,"{""electrical_engineering"": 91, ""computer_science"": 0, ""mechanical_engineering"": 9, ""civil_engineering"": 0, ""production_engineering"": 9, ""administration"": 9, ""data_science"": 0}",https://jobs.lever.co/shieldai/9208872f-9af8-4a63-8afc-0d7a5e7dbca0
lever,cda131b5-3cfb-4d59-8d4b-bfd2f8c9661d,Shield AI,"Senior Electrical Engineer, Test Equipment Design","Seattle, Washington",47.60621,-122.33207,Full Time Employee,onsite,,"{""electrical_engineering"": 91, ""computer_science"": 0, ""mechanical_engineering"": 9, ""civil_engineering"": 0, ""production_engineering"": 9, ""administration"": 9, ""data_science"": 0}",https://jobs.lever.co/shieldai/cda131b5-3cfb-4d59-8d4b-bfd2f8c9661d
lever,425c064c-7585-462f-973d-66d685d1ab17,Shield AI,"Senior Engineer, Air Vehicle Fluid Systems (R4891)","Seattle, Washington",47.60621,-122.33207,Full Time Employee,onsite,,"{""electrical_engineering"": 9, ""computer_science"": 0, ""mechanical_engineering"": 0, ""civil_engineering"": 0, ""production_engineering"": 9, ""administration"": 9, ""data_science"": 0}",https://jobs.lever.co/shieldai/425c064c-7585-462f-973d-66d685d1ab17
lever,952faf2d-4730-4d8d-9c1c-6f914ecd1eef,Shield AI,"Senior Engineer, Air Vehicle Fluid Systems (R5203)","Seattle, Washington",47.60621,-122.33207,Full Time Employee,onsite,,"{""electrical_engineering"": 9, ""computer_science"": 0, ""mechanical_engineering"": 0, ""civil_engineering"": 0, ""production_engineering"": 9, ""administration"": 9, ""data_science"": 0}",https://jobs.lever.co/shieldai/952faf2d-4730-4d8d-9c1c-6f914ecd1eef
lever,4d6c0395-4b2c-4e5f-a658-98ec604678cb,Shield AI,"Senior Engineer, Applications (R4792)",Taipei,25.05306,121.52639,International EOR,onsite,internship,"{""electrical_engineering"": 0, ""computer_science"": 0, ""mechanical_engineering"": 0, ""civil_engineering"": 0, ""production_engineering"": 9, ""administration"": 9, ""data_science"": 0}",https://jobs.lever.co/shieldai/4d6c0395-4b2c-4e5f-a658-98ec604678cb
lever,2b247600-44e1-42c9-8c07-a92852f9932e,Shield AI,"Senior Engineer, Architecture and Infrastructure Test (R5485)","Seattle, Washington",47.60621,-122.33207,Full Time Employee,onsite,,"{""electrical_engineering"": 63, ""computer_science"": 0, ""mechanical_engineering"": 9, ""civil_engineering"": 17, ""production_engineering"": 9, ""administration"": 9, ""data_science"": 0}",https://jobs.lever.co/shieldai/2b247600-44e1-42c9-8c07-a92852f9932e
lever,21d73732-e08b-415e-a6ec-b2763b6faaeb,Shield AI,"Senior Engineer, Automated Test (R4461)","San Diego, California",32.71571,-117.16472,Full Time Employee,hybrid,,"{""electrical_engineering"": 18, ""computer_science"": 61, ""mechanical_engineering"": 9, ""civil_engineering"": 9, ""production_engineering"": 15, ""administration"": 9, ""data_science"": 12}",https://jobs.lever.co/shieldai/21d73732-e08b-415e-a6ec-b2763b6faaeb
lever,47fdba45-27ab-4534-9fe3-3d498eb12ad7,Shield AI,"Senior Engineer, Autonomy (R5685)",Melbourne,-37.814,144.96332,Full Time Employee,onsite,,"{""electrical_engineering"": 0, ""computer_science"": 0, ""mechanical_engineering"": 0, ""civil_engineering"": 0, ""production_engineering"": 9, ""administration"": 9, ""data_science"": 0}",https://jobs.lever.co/shieldai/47fdba45-27ab-4534-9fe3-3d498eb12ad7
lever,fe446245-61e6-47b2-a6cc-beffb0bdb999,Shield AI,"Senior Engineer, Autonomy Software Integration & Test (R5225)",Lviv,49.83826,24.02324,International EOR,onsite,internship,"{""electrical_engineering"": 9, ""computer_science"": 0, ""mechanical_engineering"": 0, ""civil_engineering"": 0, ""production_engineering"": 9, ""administration"": 9, ""data_science"": 0}",https://jobs.lever.co/shieldai/fe446245-61e6-47b2-a6cc-beffb0bdb999
lever,513eb618-2704-40e0-bbcd-5f946b60d1b2,Shield AI,"Senior Engineer, Autonomy Software Integration & Test (R5606)",Kyiv,50.45466,30.5238,International EOR,onsite,internship,"{""electrical_engineering"": 9, ""computer_science"": 0, ""mechanical_engineering"": 0, ""civil_engineering"": 0, ""production_engineering"": 9, ""administration"": 9, ""data_science"": 0}",https://jobs.lever.co/shieldai/513eb618-2704-40e0-bbcd-5f946b60d1b2
lever,f3214031-7801-46d8-ab08-5e26d40ce5cc,Shield AI,"Senior Engineer, Avionics Thermal Engineering (R5298)","Seattle, Washington",47.60621,-122.33207,Full Time Employee,onsite,,"{""electrical_engineering"": 17, ""computer_science"": 0, ""mechanical_engineering"": 0, ""civil_engineering"": 0, ""production_engineering"": 9, ""administration"": 9, ""data_science"": 0}",https://jobs.lever.co/shieldai/f3214031-7801-46d8-ab08-5e26d40ce5cc
lever,6ca0453e-fa4b-476e-af4f-58d8ecc9b249,Shield AI,"Senior Engineer, Computer Vision (C++) (R5195)",Melbourne,-37.814,144.96332,International Office Entity,hybrid,internship,"{""electrical_engineering"": 12, ""computer_science"": 73, ""mechanical_engineering"": 0, ""civil_engineering"": 0, ""production_engineering"": 9, ""administration"": 9, ""data_science"": 59}",https://jobs.lever.co/shieldai/6ca0453e-fa4b-476e-af4f-58d8ecc9b249
lever,28887b02-847b-42f1-a24f-bfbb3392fe89,Shield AI,"Senior Engineer, Electrical - Fleet Support (R5080)","Dallas, Texas",32.78306,-96.80667,Full Time Employee,onsite,,"{""electrical_engineering"": 54, ""computer_science"": 0, ""mechanical_engineering"": 0, ""civil_engineering"": 0, ""production_engineering"": 9, ""administration"": 9, ""data_science"": 0}",https://jobs.lever.co/shieldai/28887b02-847b-42f1-a24f-bfbb3392fe89
lever,7a457f57-0cc9-46d6-82a5-ba2361bfb1c6,Shield AI,"Senior Engineer, Engineering Tooling & Observability (R5720)",Melbourne,-37.814,144.96332,International Office Entity,onsite,internship,"{""electrical_engineering"": 12, ""computer_science"": 54, ""mechanical_engineering"": 0, ""civil_engineering"": 9, ""production_engineering"": 9, ""administration"": 9, ""data_science"": 9}",https://jobs.lever.co/shieldai/7a457f57-0cc9-46d6-82a5-ba2361bfb1c6
lever,71278ad9-359f-48dd-bad4-fc63ab6b9f1d,Shield AI,"Senior Engineer, Flight Controls - X-BAT (Hiring At Multiple Levels)","Dallas, Texas",32.78306,-96.80667,Full Time Employee,onsite,,"{""electrical_engineering"": 9, ""computer_science"": 0, ""mechanical_engineering"": 0, ""civil_engineering"": 0, ""production_engineering"": 9, ""administration"": 9, ""data_science"": 0}",https://jobs.lever.co/shieldai/71278ad9-359f-48dd-bad4-fc63ab6b9f1d
lever,03e89bdf-2eb1-4058-8281-4cddc3d46049,Shield AI,"Senior Engineer, Flight Test (R5371)","San Diego, California",32.71571,-117.16472,Full Time Employee,onsite,,"{""electrical_engineering"": 15, ""computer_science"": 0, ""mechanical_engineering"": 0, ""civil_engineering"": 0, ""production_engineering"": 12, ""administration"": 9, ""data_science"": 0}",https://jobs.lever.co/shieldai/03e89bdf-2eb1-4058-8281-4cddc3d46049
lever,4a9a4b36-2eb4-4994-8827-58db794f9018,Shield AI,"Senior Engineer, Full-Stack Software (Dallas, TX)","Dallas, Texas",32.78306,-96.80667,Full Time Employee,onsite,,"{""electrical_engineering"": 0, ""computer_science"": 42, ""mechanical_engineering"": 9, ""civil_engineering"": 0, ""production_engineering"": 15, ""administration"": 9, ""data_science"": 0}",https://jobs.lever.co/shieldai/4a9a4b36-2eb4-4994-8827-58db794f9018
lever,3e68adca-465c-414b-88f5-e4d16a26ad3b,Shield AI,"Senior Engineer, Human Machine Teaming (R5648)","Washington, DC",38.89511,-77.03637,Full Time Employee,onsite,,"{""electrical_engineering"": 9, ""computer_science"": 0, ""mechanical_engineering"": 0, ""civil_engineering"": 0, ""production_engineering"": 9, ""administration"": 9, ""data_science"": 0}",https://jobs.lever.co/shieldai/3e68adca-465c-414b-88f5-e4d16a26ad3b
lever,4d18dd89-aace-45da-b69a-bcae5a671da1,Shield AI,"Senior Engineer, Human Machine Teaming (R5649)","Washington, DC",38.89511,-77.03637,Full Time Employee,onsite,,"{""electrical_engineering"": 9, ""computer_science"": 0, ""mechanical_engineering"": 0, ""civil_engineering"": 0, ""production_engineering"": 9, ""administration"": 9, ""data_science"": 0}",https://jobs.lever.co/shieldai/4d18dd89-aace-45da-b69a-bcae5a671da1
lever,84089cc8-47e5-4c63-a49a-dbd1fb874aed,Shield AI,"Senior Engineer, Human Machine Teaming (R5651)","Washington, DC",38.89511,-77.03637,Full Time Employee,onsite,,"{""electrical_engineering"": 9, ""computer_science"": 0, ""mechanical_engineering"": 0, ""civil_engineering"": 0, ""production_engineering"": 9, ""administration"": 9, ""data_science"": 0}",https://jobs.lever.co/shieldai/84089cc8-47e5-4c63-a49a-dbd1fb874aed
lever,836d3989-cb7c-455c-8594-c56f97022182,Shield AI,"Senior Engineer, Manufacturing","Dallas, Texas",32.78306,-96.80667,Full Time Employee,onsite,,"{""electrical_engineering"": 51, ""computer_science"": 0, ""mechanical_engineering"": 17, ""civil_engineering"": 9, ""production_engineering"": 15, ""administration"": 9, ""data_science"": 0}",https://jobs.lever.co/shieldai/836d3989-cb7c-455c-8594-c56f97022182
lever,81556c11-86c1-41f2-ad63-3b787a23a4ef,Shield AI,"Senior Engineer, Material Review Board (R5309)","Dallas, Texas",32.78306,-96.80667,Full Time Employee,onsite,,"{""electrical_engineering"": 9, ""computer_science"": 0, ""mechanical_engineering"": 9, ""civil_engineering"": 0, ""production_engineering"": 15, ""administration"": 9, ""data_science"": 0}",https://jobs.lever.co/shieldai/81556c11-86c1-41f2-ad63-3b787a23a4ef
lever,28332c5d-703f-42e8-bb9b-ceafb14fb765,Shield AI,"Senior Engineer, Mechanisms (R4890)","Seattle, Washington",47.60621,-122.33207,Full Time Employee,onsite,,"{""electrical_engineering"": 9, ""computer_science"": 0, ""mechanical_engineering"": 42, ""civil_engineering"": 0, ""production_engineering"": 9, ""administration"": 9, ""data_science"": 0}",https://jobs.lever.co/shieldai/28332c5d-703f-42e8-bb9b-ceafb14fb765
lever,73308f04-b030-4e98-b4af-09a8ccb1c974,Shield AI,"Senior Engineer, Modelling and Simulation (R5702)",Melbourne,-37.814,144.96332,International Office Entity,onsite,internship,"{""electrical_engineering"": 0, ""computer_science"": 0, ""mechanical_engineering"": 0, ""civil_engineering"": 0, ""production_engineering"": 9, ""administration"": 9, ""data_science"": 0}",https://jobs.lever.co/shieldai/73308f04-b030-4e98-b4af-09a8ccb1c974
lever,98741568-3f50-4868-b841-1e3736451997,Shield AI,"Senior Engineer, Operations Analyst (R5831)","Washington, DC",38.89511,-77.03637,Full Time Employee,onsite,,"{""electrical_engineering"": 0, ""computer_science"": 0, ""mechanical_engineering"": 0, ""civil_engineering"": 0, ""production_engineering"": 17, ""administration"": 17, ""data_science"": 0}",https://jobs.lever.co/shieldai/98741568-3f50-4868-b841-1e3736451997
lever,b3927595-1e5a-455e-b831-721674088249,Shield AI,"Senior Engineer, Platform Infrastructure (R5516)","Dallas, Texas",32.78306,-96.80667,Full Time Employee,onsite,,"{""electrical_engineering"": 0, ""computer_science"": 0, ""mechanical_engineering"": 0, ""civil_engineering"": 17, ""production_engineering"": 9, ""administration"": 9, ""data_science"": 0}",https://jobs.lever.co/shieldai/b3927595-1e5a-455e-b831-721674088249
lever,40dd9984-fe68-4ea7-a1ab-291c9303dfb4,Shield AI,"Senior Engineer, Sensor Integration (R5128)",United States,,,Full Time Employee,onsite,,"{""electrical_engineering"": 0, ""computer_science"": 0, ""mechanical_engineering"": 49, ""civil_engineering"": 0, ""production_engineering"": 9, ""administration"": 9, ""data_science"": 0}",https://jobs.lever.co/shieldai/40dd9984-fe68-4ea7-a1ab-291c9303dfb4
lever,3daaf9c5-164e-4a8e-abc9-b475a38522c3,Shield AI,"Senior Engineer, Software - Autonomous Aircraft Integration (R5200)","Washington, DC",38.89511,-77.03637,Full Time Employee,onsite,,"{""electrical_engineering"": 9, ""computer_science"": 0, ""mechanical_engineering"": 0, ""civil_engineering"": 0, ""production_engineering"": 9, ""administration"": 9, ""data_science"": 0}",https://jobs.lever.co/shieldai/3daaf9c5-164e-4a8e-abc9-b475a38522c3
lever,9b07c4dd-966f-4376-b0b5-399b704cf249,Shield AI,"Senior Engineer, Software (R5970)","San Diego, California",32.71571,-117.16472,,onsite,,"{""electrical_engineering"": 0, ""computer_science"": 54, ""mechanical_engineering"": 0, ""civil_engineering"": 0, ""production_engineering"": 9, ""administration"": 9, ""data_science"": 0}",https://jobs.lever.co/shieldai/9b07c4dd-966f-4376-b0b5-399b704cf249
lever,ca9c2a51-fc9c-4258-a420-85b9a97b28b3,Shield AI,"Senior Engineer, Software Autonomy Applications (R4829)",Tokyo,35.6895,139.69171,International EOR,onsite,internship,"{""electrical_engineering"": 0, ""computer_science"": 0, ""mechanical_engineering"": 0, ""civil_engineering"": 0, ""production_engineering"": 9, ""administration"": 9, ""data_science"": 0}",https://jobs.lever.co/shieldai/ca9c2a51-fc9c-4258-a420-85b9a97b28b3
lever,10936087-44a4-47db-bddf-105436e872aa,Shield AI,"Senior Engineer, Software Embedded Applications (Hiring Multiple Levels)","Dallas, Texas",32.78306,-96.80667,Full Time Employee,onsite,,"{""electrical_engineering"": 59, ""computer_science"": 42, ""mechanical_engineering"": 9, ""civil_engineering"": 0, ""production_engineering"": 9, ""administration"": 9, ""data_science"": 0}",https://jobs.lever.co/shieldai/10936087-44a4-47db-bddf-105436e872aa
lever,59bf1528-dc51-4086-9925-19f8fe955a96,Shield AI,"Senior Engineer, Software Integration Engineer (R5462)","San Diego, California",32.71571,-117.16472,Full Time Employee,onsite,,"{""electrical_engineering"": 15, ""computer_science"": 0, ""mechanical_engineering"": 0, ""civil_engineering"": 0, ""production_engineering"": 9, ""administration"": 9, ""data_science"": 0}",https://jobs.lever.co/shieldai/59bf1528-dc51-4086-9925-19f8fe955a96
lever,9388629c-94b8-421a-a145-1ce83d74a10d,Shield AI,"Senior Engineer, Software Systems (R4903)",United States,,,Full Time Employee,onsite,,"{""electrical_engineering"": 0, ""computer_science"": 0, ""mechanical_engineering"": 0, ""civil_engineering"": 0, ""production_engineering"": 9, ""administration"": 9, ""data_science"": 0}",https://jobs.lever.co/shieldai/9388629c-94b8-421a-a145-1ce83d74a10d
lever,133ad6aa-d624-4fad-b1cc-1f8f42d0401f,Shield AI,"Senior Engineer, State Estimation (Hiring At Multiple Levels)","Dallas, Texas",32.78306,-96.80667,Full Time Employee,onsite,,"{""electrical_engineering"": 12, ""computer_science"": 42, ""mechanical_engineering"": 0, ""civil_engineering"": 0, ""production_engineering"": 9, ""administration"": 9, ""data_science"": 0}",https://jobs.lever.co/shieldai/133ad6aa-d624-4fad-b1cc-1f8f42d0401f
lever,991fd24c-e076-45e4-a113-ffa6633df0d4,Shield AI,"Senior Engineer, Structural Analysis (R5173)",United States,,,Full Time Employee,onsite,,"{""electrical_engineering"": 9, ""computer_science"": 0, ""mechanical_engineering"": 9, ""civil_engineering"": 9, ""production_engineering"": 9, ""administration"": 9, ""data_science"": 0}",https://jobs.lever.co/shieldai/991fd24c-e076-45e4-a113-ffa6633df0d4
lever,c72b803b-1396-4af7-9cd7-876136b44264,Shield AI,"Senior Engineer, System Software (R5716)",Melbourne,-37.814,144.96332,International Office Entity,onsite,internship,"{""electrical_engineering"": 0, ""computer_science"": 0, ""mechanical_engineering"": 0, ""civil_engineering"": 0, ""production_engineering"": 9, ""administration"": 9, ""data_science"": 0}",https://jobs.lever.co/shieldai/c72b803b-1396-4af7-9cd7-876136b44264
lever,5a47cd5d-0efb-4d4e-925a-eb104f90904c,Shield AI,"Senior Engineer, Systems Test (R5038)","Washington, DC",38.89511,-77.03637,Full Time Employee,onsite,,"{""electrical_engineering"": 12, ""computer_science"": 0, ""mechanical_engineering"": 0, ""civil_engineering"": 0, ""production_engineering"": 12, ""administration"": 9, ""data_science"": 0}",https://jobs.lever.co/shieldai/5a47cd5d-0efb-4d4e-925a-eb104f90904c
lever,1b5f8795-9e77-4999-b1be-09eb7f08f7b9,Shield AI,"Senior Engineer, Test (R5833)",Melbourne,-37.814,144.96332,International Office Entity,onsite,internship,"{""electrical_engineering"": 0, ""computer_science"": 0, ""mechanical_engineering"": 0, ""civil_engineering"": 0, ""production_engineering"": 9, ""administration"": 9, ""data_science"": 0}",https://jobs.lever.co/shieldai/1b5f8795-9e77-4999-b1be-09eb7f08f7b9
lever,d0635c93-bb07-4585-80d3-c53aaa2fdf6d,Shield AI,"Senior Engineer, VBAT Software Test Automation (Hiring Multiple Levels)","Dallas, Texas",32.78306,-96.80667,Full Time Employee,onsite,,"{""electrical_engineering"": 17, ""computer_science"": 42, ""mechanical_engineering"": 0, ""civil_engineering"": 0, ""production_engineering"": 9, ""administration"": 9, ""data_science"": 0}",https://jobs.lever.co/shieldai/d0635c93-bb07-4585-80d3-c53aaa2fdf6d
lever,de2f1379-b396-4713-8238-e334aad49b56,Shield AI,Senior Executive Sourcer,"Dallas, Texas",32.78306,-96.80667,Full Time Employee,hybrid,,"{""electrical_engineering"": 9, ""computer_science"": 0, ""mechanical_engineering"": 9, ""civil_engineering"": 0, ""production_engineering"": 9, ""administration"": 12, ""data_science"": 0}",https://jobs.lever.co/shieldai/de2f1379-b396-4713-8238-e334aad49b56
lever,b025338a-5f82-44b3-9a78-f63b0d06e24e,Shield AI,Senior Facility Security Officer (R4917),"Washington, DC",38.89511,-77.03637,Full Time Employee,onsite,,"{""electrical_engineering"": 0, ""computer_science"": 0, ""mechanical_engineering"": 0, ""civil_engineering"": 0, ""production_engineering"": 9, ""administration"": 9, ""data_science"": 0}",https://jobs.lever.co/shieldai/b025338a-5f82-44b3-9a78-f63b0d06e24e
lever,895502d4-8fe8-46da-90d1-b632fe8eaacd,Shield AI,Senior Global S/R Specialist (R5264),"Dallas, Texas",32.78306,-96.80667,Full Time Employee,onsite,,"{""electrical_engineering"": 0, ""computer_science"": 0, ""mechanical_engineering"": 9, ""civil_engineering"": 0, ""production_engineering"": 9, ""administration"": 9, ""data_science"": 0}",https://jobs.lever.co/shieldai/895502d4-8fe8-46da-90d1-b632fe8eaacd
lever,f1a761df-feeb-4024-b70b-c13d6a6bbfcf,Shield AI,Senior Lab Technician (R5317),"Seattle, Washington",47.60621,-122.33207,Full Time Employee,onsite,,"{""electrical_engineering"": 9, ""computer_science"": 0, ""mechanical_engineering"": 9, ""civil_engineering"": 0, ""production_engineering"": 9, ""administration"": 9, ""data_science"": 0}",https://jobs.lever.co/shieldai/f1a761df-feeb-4024-b70b-c13d6a6bbfcf
