source,source_job_id,company,title,location,latitude,longitude,employment_type,workplace_type,detected_intents,course_scores,url
ashby,https://jobs.ashbyhq.com/etched/e6416d04-da00-4917-a817-787b77c35650,Etched,Core Software Engineer,San Jose,37.33939,-121.89496,FullTime,OnSite,,"{""electrical_engineering"": 15, ""computer_science"": 91, ""mechanical_engineering"": 9, ""civil_engineering"": 12, ""production_engineering"": 9, ""administration"": 42, ""data_science"": 9}",https://jobs.ashbyhq.com/etched/e6416d04-da00-4917-a817-787b77c35650/application
ashby,https://jobs.ashbyhq.com/etched/d1d009f0-f0c7-4ab6-9f27-881c3ea12505,Etched,ASIC Architect,San Jose,37.33939,-121.89496,FullTime,OnSite,,"{""electrical_engineering"": 66, ""computer_science"": 51, ""mechanical_engineering"": 9, ""civil_engineering"": 9, ""production_engineering"": 0, ""administration"": 0, ""data_science"": 9}",https://jobs.ashbyhq.com/etched/d1d009f0-f0c7-4ab6-9f27-881c3ea12505/application
ashby,https://jobs.ashbyhq.com/etched/639fe410-56a4-44aa-ac93-8ee7c10c7d75,Etched,Growth Ops Intern,San Jose,37.33939,-121.89496,Intern,OnSite,internship,"{""electrical_engineering"": 9, ""computer_science"": 0, ""mechanical_engineering"": 9, ""civil_engineering"": 9, ""production_engineering"": 9, ""administration"": 12, ""data_science"": 0}",https://jobs.ashbyhq.com/etched/639fe410-56a4-44aa-ac93-8ee7c10c7d75/application
ashby,https://jobs.ashbyhq.com/etched/8bce52ad-2934-4c74-a2aa-aced867f1c19,Etched,Manufacturing Operations Program Manager (Taiwan),Taoyuan,24.99368,121.29696,FullTime,,,"{""electrical_engineering"": 12, ""computer_science"": 0, ""mechanical_engineering"": 17, ""civil_engineering"": 12, ""production_engineering"": 59, ""administration"": 59, ""data_science"": 0}",https://jobs.ashbyhq.com/etched/8bce52ad-2934-4c74-a2aa-aced867f1c19/application
ashby,https://jobs.ashbyhq.com/etched/e593a2f6-8f0b-4328-9fd9-b0ff85cf0827,Etched,Manufacturing Test Engineer (Taiwan),Taoyuan,24.99368,121.29696,FullTime,,,"{""electrical_engineering"": 73, ""computer_science"": 9, ""mechanical_engineering"": 17, ""civil_engineering"": 9, ""production_engineering"": 12, ""administration"": 0, ""data_science"": 9}",https://jobs.ashbyhq.com/etched/e593a2f6-8f0b-4328-9fd9-b0ff85cf0827/application
ashby,https://jobs.ashbyhq.com/etched/a99318bd-b433-44b7-9600-2ee9533c90a1,Etched,Design Verification Engineer - SoC,San Jose,37.33939,-121.89496,FullTime,OnSite,,"{""electrical_engineering"": 18, ""computer_science"": 9, ""mechanical_engineering"": 9, ""civil_engineering"": 9, ""production_engineering"": 0, ""administration"": 0, ""data_science"": 9}",https://jobs.ashbyhq.com/etched/a99318bd-b433-44b7-9600-2ee9533c90a1/application
ashby,https://jobs.ashbyhq.com/etched/d88da917-21f5-42b7-b1e2-8986897aaab1,Etched,Design Verification Engineer - Interface IP,San Jose,37.33939,-121.89496,FullTime,OnSite,,"{""electrical_engineering"": 17, ""computer_science"": 0, ""mechanical_engineering"": 9, ""civil_engineering"": 9, ""production_engineering"": 0, ""administration"": 0, ""data_science"": 0}",https://jobs.ashbyhq.com/etched/d88da917-21f5-42b7-b1e2-8986897aaab1/application
ashby,https://jobs.ashbyhq.com/etched/890fd360-d558-4fa6-921d-32ff9e58e7e2,Etched,IT Engineer,San Jose,37.33939,-121.89496,FullTime,OnSite,,"{""electrical_engineering"": 18, ""computer_science"": 12, ""mechanical_engineering"": 9, ""civil_engineering"": 9, ""production_engineering"": 9, ""administration"": 57, ""data_science"": 9}",https://jobs.ashbyhq.com/etched/890fd360-d558-4fa6-921d-32ff9e58e7e2/application
ashby,https://jobs.ashbyhq.com/etched/a0a1671e-15d4-474c-8227-97fe16ade553,Etched,Finance Intern,San Jose,37.33939,-121.89496,Intern,OnSite,internship,"{""electrical_engineering"": 61, ""computer_science"": 51, ""mechanical_engineering"": 9, ""civil_engineering"": 9, ""production_engineering"": 12, ""administration"": 17, ""data_science"": 9}",https://jobs.ashbyhq.com/etched/a0a1671e-15d4-474c-8227-97fe16ade553/application
ashby,https://jobs.ashbyhq.com/etched/0d71013b-de24-4381-9e44-ea145c7a3fa9,Etched,Operations - Talent,San Jose,37.33939,-121.89496,FullTime,OnSite,,"{""electrical_engineering"": 15, ""computer_science"": 9, ""mechanical_engineering"": 9, ""civil_engineering"": 9, ""production_engineering"": 17, ""administration"": 17, ""data_science"": 15}",https://jobs.ashbyhq.com/etched/0d71013b-de24-4381-9e44-ea145c7a3fa9/application
ashby,https://jobs.ashbyhq.com/etched/6f23713f-5409-45b7-aae8-adb8710cdbc3,Etched,Inference Intern,San Jose,37.33939,-121.89496,Intern,OnSite,internship,"{""electrical_engineering"": 12, ""computer_science"": 51, ""mechanical_engineering"": 9, ""civil_engineering"": 9, ""production_engineering"": 9, ""administration"": 9, ""data_science"": 9}",https://jobs.ashbyhq.com/etched/6f23713f-5409-45b7-aae8-adb8710cdbc3/application
ashby,https://jobs.ashbyhq.com/etched/9a3eed83-b5b2-4ac4-a2d4-9dc9dd734869,Etched,Post-Silicon Validation Engineer,San Jose,37.33939,-121.89496,FullTime,OnSite,,"{""electrical_engineering"": 70, ""computer_science"": 9, ""mechanical_engineering"": 9, ""civil_engineering"": 9, ""production_engineering"": 0, ""administration"": 0, ""data_science"": 9}",https://jobs.ashbyhq.com/etched/9a3eed83-b5b2-4ac4-a2d4-9dc9dd734869/application
ashby,https://jobs.ashbyhq.com/etched/3da8034e-4639-44b0-99a4-aeec6ff9e59c,Etched,Supercomputing Test Software Engineer (Taiwan),Taipei,25.05306,121.52639,FullTime,OnSite,,"{""electrical_engineering"": 18, ""computer_science"": 79, ""mechanical_engineering"": 9, ""civil_engineering"": 9, ""production_engineering"": 9, ""administration"": 0, ""data_science"": 9}",https://jobs.ashbyhq.com/etched/3da8034e-4639-44b0-99a4-aeec6ff9e59c/application
ashby,https://jobs.ashbyhq.com/etched/f80dc5c6-de4f-455c-9c98-720313e5547a,Etched,Supercomputing Software Engineer (Taiwan),Taipei,25.05306,121.52639,FullTime,OnSite,,"{""electrical_engineering"": 18, ""computer_science"": 79, ""mechanical_engineering"": 9, ""civil_engineering"": 9, ""production_engineering"": 0, ""administration"": 0, ""data_science"": 9}",https://jobs.ashbyhq.com/etched/f80dc5c6-de4f-455c-9c98-720313e5547a/application
ashby,https://jobs.ashbyhq.com/etched/3eb65028-9648-48f5-bfc9-94b3128863f2,Etched,Firmware Engineer (Taiwan),Taipei,25.05306,121.52639,FullTime,OnSite,,"{""electrical_engineering"": 17, ""computer_science"": 51, ""mechanical_engineering"": 9, ""civil_engineering"": 12, ""production_engineering"": 0, ""administration"": 0, ""data_science"": 0}",https://jobs.ashbyhq.com/etched/3eb65028-9648-48f5-bfc9-94b3128863f2/application
ashby,https://jobs.ashbyhq.com/etched/69e75a95-6476-452d-bb41-86ac7ce52a98,Etched,Performance Modeling Engineer,San Jose,37.33939,-121.89496,FullTime,OnSite,co_op,"{""electrical_engineering"": 17, ""computer_science"": 49, ""mechanical_engineering"": 9, ""civil_engineering"": 9, ""production_engineering"": 0, ""administration"": 0, ""data_science"": 9}",https://jobs.ashbyhq.com/etched/69e75a95-6476-452d-bb41-86ac7ce52a98/application
ashby,https://jobs.ashbyhq.com/etched/a3f5858a-4a34-4712-802c-315352d88156,Etched,EE Hardware System Engineer (TW),Taipei,25.05306,121.52639,FullTime,OnSite,,"{""electrical_engineering"": 17, ""computer_science"": 0, ""mechanical_engineering"": 58, ""civil_engineering"": 9, ""production_engineering"": 0, ""administration"": 0, ""data_science"": 0}",https://jobs.ashbyhq.com/etched/a3f5858a-4a34-4712-802c-315352d88156/application
ashby,https://jobs.ashbyhq.com/etched/ec27e36f-e6eb-4f31-8aa0-79b9a72796c5,Etched,"Sr. Thermal Engineer, Liquid Cooling Systems",San Jose,37.33939,-121.89496,FullTime,OnSite,,"{""electrical_engineering"": 54, ""computer_science"": 0, ""mechanical_engineering"": 58, ""civil_engineering"": 9, ""production_engineering"": 0, ""administration"": 0, ""data_science"": 0}",https://jobs.ashbyhq.com/etched/ec27e36f-e6eb-4f31-8aa0-79b9a72796c5/application
ashby,https://jobs.ashbyhq.com/etched/c68df61f-2526-4fcd-9ac5-6faa23bb2bca,Etched,"Global Supply Manager, Mechanicals",San Jose,37.33939,-121.89496,FullTime,OnSite,,"{""electrical_engineering"": 12, ""computer_science"": 0, ""mechanical_engineering"": 58, ""civil_engineering"": 9, ""production_engineering"": 12, ""administration"": 12, ""data_science"": 0}",https://jobs.ashbyhq.com/etched/c68df61f-2526-4fcd-9ac5-6faa23bb2bca/application
ashby,https://jobs.ashbyhq.com/etched/27e5bd6b-9357-45f0-9e79-cfa2bf4eeba8,Etched,Chip Simulation Software Intern,San Jose,37.33939,-121.89496,Intern,OnSite,internship,"{""electrical_engineering"": 12, ""computer_science"": 56, ""mechanical_engineering"": 9, ""civil_engineering"": 12, ""production_engineering"": 0, ""administration"": 0, ""data_science"": 0}",https://jobs.ashbyhq.com/etched/27e5bd6b-9357-45f0-9e79-cfa2bf4eeba8/application
ashby,https://jobs.ashbyhq.com/etched/699f3ab2-07e4-466c-9d76-3d4a3abb4ebc,Etched,Firmware Intern,San Jose,37.33939,-121.89496,Intern,OnSite,internship,"{""electrical_engineering"": 17, ""computer_science"": 56, ""mechanical_engineering"": 9, ""civil_engineering"": 12, ""production_engineering"": 0, ""administration"": 0, ""data_science"": 0}",https://jobs.ashbyhq.com/etched/699f3ab2-07e4-466c-9d76-3d4a3abb4ebc/application
ashby,https://jobs.ashbyhq.com/etched/f05e3218-5ec7-41d1-bc99-bb7014422229,Etched,Mech / Thermal Intern,San Jose,37.33939,-121.89496,Intern,OnSite,internship,"{""electrical_engineering"": 64, ""computer_science"": 0, ""mechanical_engineering"": 58, ""civil_engineering"": 9, ""production_engineering"": 0, ""administration"": 0, ""data_science"": 0}",https://jobs.ashbyhq.com/etched/f05e3218-5ec7-41d1-bc99-bb7014422229/application
ashby,https://jobs.ashbyhq.com/etched/dacedaca-c4ca-4964-85a7-8df1738005bb,Etched,DV Intern,San Jose,37.33939,-121.89496,Intern,OnSite,internship,"{""electrical_engineering"": 64, ""computer_science"": 12, ""mechanical_engineering"": 9, ""civil_engineering"": 9, ""production_engineering"": 0, ""administration"": 0, ""data_science"": 12}",https://jobs.ashbyhq.com/etched/dacedaca-c4ca-4964-85a7-8df1738005bb/application
ashby,https://jobs.ashbyhq.com/etched/bd8c5768-7efa-4a18-9e56-485ccaf4ec77,Etched,PD Intern,San Jose,37.33939,-121.89496,Intern,OnSite,internship,"{""electrical_engineering"": 61, ""computer_science"": 15, ""mechanical_engineering"": 9, ""civil_engineering"": 9, ""production_engineering"": 0, ""administration"": 0, ""data_science"": 12}",https://jobs.ashbyhq.com/etched/bd8c5768-7efa-4a18-9e56-485ccaf4ec77/application
ashby,https://jobs.ashbyhq.com/etched/904ddf46-55fc-4a8f-8b49-f32cfe88116a,Etched,Electrical Platform Intern,San Jose,37.33939,-121.89496,Intern,OnSite,internship,"{""electrical_engineering"": 64, ""computer_science"": 0, ""mechanical_engineering"": 9, ""civil_engineering"": 9, ""production_engineering"": 0, ""administration"": 0, ""data_science"": 0}",https://jobs.ashbyhq.com/etched/904ddf46-55fc-4a8f-8b49-f32cfe88116a/application
ashby,https://jobs.ashbyhq.com/etched/5bbcfd60-5917-4698-a7fc-d7e6bb16da62,Etched,Security Engineer,San Jose,37.33939,-121.89496,FullTime,OnSite,,"{""electrical_engineering"": 15, ""computer_science"": 61, ""mechanical_engineering"": 9, ""civil_engineering"": 9, ""production_engineering"": 12, ""administration"": 12, ""data_science"": 9}",https://jobs.ashbyhq.com/etched/5bbcfd60-5917-4698-a7fc-d7e6bb16da62/application
ashby,https://jobs.ashbyhq.com/etched/6c60c888-1b0e-4fc8-b78a-31b9c994a0f4,Etched,Head of Inference Performance Visibility,San Jose,37.33939,-121.89496,FullTime,OnSite,,"{""electrical_engineering"": 17, ""computer_science"": 0, ""mechanical_engineering"": 9, ""civil_engineering"": 9, ""production_engineering"": 0, ""administration"": 9, ""data_science"": 0}",https://jobs.ashbyhq.com/etched/6c60c888-1b0e-4fc8-b78a-31b9c994a0f4/application
ashby,https://jobs.ashbyhq.com/etched/ce683632-421a-4ef9-8664-b253356969a3,Etched,SI/PI Intern,San Jose,37.33939,-121.89496,FullTime,OnSite,internship,"{""electrical_engineering"": 70, ""computer_science"": 9, ""mechanical_engineering"": 15, ""civil_engineering"": 12, ""production_engineering"": 9, ""administration"": 0, ""data_science"": 9}",https://jobs.ashbyhq.com/etched/ce683632-421a-4ef9-8664-b253356969a3/application
ashby,https://jobs.ashbyhq.com/etched/4856eedb-4f39-42b7-927d-c8e0b880b53a,Etched,Electrical Engineering Technician,San Jose,37.33939,-121.89496,FullTime,OnSite,,"{""electrical_engineering"": 88, ""computer_science"": 9, ""mechanical_engineering"": 9, ""civil_engineering"": 9, ""production_engineering"": 9, ""administration"": 0, ""data_science"": 9}",https://jobs.ashbyhq.com/etched/4856eedb-4f39-42b7-927d-c8e0b880b53a/application
ashby,https://jobs.ashbyhq.com/etched/06398761-0950-4e5c-8590-26f485ba5509,Etched,Technical Recruiter (Entry Level),San Jose,37.33939,-121.89496,FullTime,OnSite,entry_level,"{""electrical_engineering"": 9, ""computer_science"": 0, ""mechanical_engineering"": 9, ""civil_engineering"": 9, ""production_engineering"": 0, ""administration"": 12, ""data_science"": 0}",https://jobs.ashbyhq.com/etched/06398761-0950-4e5c-8590-26f485ba5509/application
ashby,https://jobs.ashbyhq.com/etched/07b00790-2817-4863-a330-b0caf2322460,Etched,Formal Verification - DV,San Jose,37.33939,-121.89496,FullTime,OnSite,,"{""electrical_engineering"": 21, ""computer_science"": 9, ""mechanical_engineering"": 12, ""civil_engineering"": 9, ""production_engineering"": 0, ""administration"": 12, ""data_science"": 9}",https://jobs.ashbyhq.com/etched/07b00790-2817-4863-a330-b0caf2322460/application
ashby,https://jobs.ashbyhq.com/etched/5f1f5739-3b58-467c-b351-ff183c94d96d,Etched,DFT Intern,San Jose,37.33939,-121.89496,Intern,OnSite,internship,"{""electrical_engineering"": 64, ""computer_science"": 18, ""mechanical_engineering"": 12, ""civil_engineering"": 9, ""production_engineering"": 0, ""administration"": 0, ""data_science"": 12}",https://jobs.ashbyhq.com/etched/5f1f5739-3b58-467c-b351-ff183c94d96d/application
ashby,https://jobs.ashbyhq.com/etched/6f4df530-6d67-4df9-903c-645c20e84845,Etched,Design Verification Engineer - Interface IP,Austin,30.26715,-97.74306,FullTime,OnSite,,"{""electrical_engineering"": 17, ""computer_science"": 0, ""mechanical_engineering"": 9, ""civil_engineering"": 9, ""production_engineering"": 0, ""administration"": 0, ""data_science"": 0}",https://jobs.ashbyhq.com/etched/6f4df530-6d67-4df9-903c-645c20e84845/application
ashby,https://jobs.ashbyhq.com/etched/77f0497f-086e-4d89-bbcd-bac7a79bf9a1,Etched,Design Verification Engineer - Internal IP,Austin,30.26715,-97.74306,FullTime,OnSite,internship,"{""electrical_engineering"": 15, ""computer_science"": 9, ""mechanical_engineering"": 9, ""civil_engineering"": 9, ""production_engineering"": 0, ""administration"": 0, ""data_science"": 9}",https://jobs.ashbyhq.com/etched/77f0497f-086e-4d89-bbcd-bac7a79bf9a1/application
ashby,https://jobs.ashbyhq.com/etched/33adf31c-e0ad-4080-bb83-1b3859f95d35,Etched,Design Verification Engineer - SoC,Austin,30.26715,-97.74306,FullTime,OnSite,,"{""electrical_engineering"": 18, ""computer_science"": 9, ""mechanical_engineering"": 9, ""civil_engineering"": 9, ""production_engineering"": 0, ""administration"": 0, ""data_science"": 9}",https://jobs.ashbyhq.com/etched/33adf31c-e0ad-4080-bb83-1b3859f95d35/application
ashby,https://jobs.ashbyhq.com/etched/e194099a-b7c0-4aa7-9e6d-06a666de6275,Etched,Physical Design Engineer,Austin,30.26715,-97.74306,FullTime,OnSite,,"{""electrical_engineering"": 12, ""computer_science"": 12, ""mechanical_engineering"": 12, ""civil_engineering"": 9, ""production_engineering"": 9, ""administration"": 0, ""data_science"": 9}",https://jobs.ashbyhq.com/etched/e194099a-b7c0-4aa7-9e6d-06a666de6275/application
ashby,https://jobs.ashbyhq.com/etched/72c473ba-be0f-47ea-a2bd-82eb2b30967d,Etched,"Technical Program Manager, Infrastructure",San Jose,37.33939,-121.89496,FullTime,OnSite,,"{""electrical_engineering"": 18, ""computer_science"": 51, ""mechanical_engineering"": 12, ""civil_engineering"": 17, ""production_engineering"": 12, ""administration"": 0, ""data_science"": 0}",https://jobs.ashbyhq.com/etched/72c473ba-be0f-47ea-a2bd-82eb2b30967d/application
ashby,https://jobs.ashbyhq.com/etched/0e70938e-685a-46e9-98a5-8ec3198d92cc,Etched,Network Security Engineer,San Jose,37.33939,-121.89496,FullTime,OnSite,,"{""electrical_engineering"": 21, ""computer_science"": 9, ""mechanical_engineering"": 12, ""civil_engineering"": 9, ""production_engineering"": 0, ""administration"": 0, ""data_science"": 0}",https://jobs.ashbyhq.com/etched/0e70938e-685a-46e9-98a5-8ec3198d92cc/application
ashby,https://jobs.ashbyhq.com/etched/78bca8a9-69e9-4066-a14c-ae562bf98520,Etched,"Systems Validation Engineer, L10",San Jose,37.33939,-121.89496,FullTime,OnSite,,"{""electrical_engineering"": 18, ""computer_science"": 9, ""mechanical_engineering"": 9, ""civil_engineering"": 9, ""production_engineering"": 0, ""administration"": 0, ""data_science"": 9}",https://jobs.ashbyhq.com/etched/78bca8a9-69e9-4066-a14c-ae562bf98520/application
ashby,https://jobs.ashbyhq.com/etched/40365c15-37d2-4266-a042-5a21bfb9212b,Etched,Power Validation Engineer,San Jose,37.33939,-121.89496,FullTime,OnSite,,"{""electrical_engineering"": 81, ""computer_science"": 9, ""mechanical_engineering"": 9, ""civil_engineering"": 12, ""production_engineering"": 0, ""administration"": 9, ""data_science"": 9}",https://jobs.ashbyhq.com/etched/40365c15-37d2-4266-a042-5a21bfb9212b/application
ashby,https://jobs.ashbyhq.com/etched/d02d77c6-5e99-4184-9e3b-a2180152f95d,Etched,SI/PI Engineer,San Jose,37.33939,-121.89496,FullTime,OnSite,,"{""electrical_engineering"": 67, ""computer_science"": 9, ""mechanical_engineering"": 15, ""civil_engineering"": 9, ""production_engineering"": 9, ""administration"": 0, ""data_science"": 9}",https://jobs.ashbyhq.com/etched/d02d77c6-5e99-4184-9e3b-a2180152f95d/application
ashby,https://jobs.ashbyhq.com/etched/bdec1a6d-300b-47fc-a551-3c937d76fee0,Etched,ASIC Technical Program Manager,San Jose,37.33939,-121.89496,FullTime,OnSite,,"{""electrical_engineering"": 17, ""computer_science"": 42, ""mechanical_engineering"": 9, ""civil_engineering"": 9, ""production_engineering"": 9, ""administration"": 0, ""data_science"": 0}",https://jobs.ashbyhq.com/etched/bdec1a6d-300b-47fc-a551-3c937d76fee0/application
ashby,https://jobs.ashbyhq.com/etched/9f951aeb-1984-463d-857d-41344e1f56e3,Etched,Platform PLM BOM Analyst,San Jose,37.33939,-121.89496,FullTime,OnSite,,"{""electrical_engineering"": 9, ""computer_science"": 0, ""mechanical_engineering"": 9, ""civil_engineering"": 12, ""production_engineering"": 12, ""administration"": 54, ""data_science"": 12}",https://jobs.ashbyhq.com/etched/9f951aeb-1984-463d-857d-41344e1f56e3/application
ashby,https://jobs.ashbyhq.com/etched/d2064295-5939-4bca-a6af-5369a11a097e,Etched,"Product Engineer, Silicon Validation",San Jose,37.33939,-121.89496,FullTime,OnSite,,"{""electrical_engineering"": 67, ""computer_science"": 9, ""mechanical_engineering"": 9, ""civil_engineering"": 9, ""production_engineering"": 15, ""administration"": 9, ""data_science"": 9}",https://jobs.ashbyhq.com/etched/d2064295-5939-4bca-a6af-5369a11a097e/application
ashby,https://jobs.ashbyhq.com/etched/5c3d84b0-0d6a-430b-80b5-f378eb541202,Etched,Advanced Packaging SI/PI Engineer,San Jose,37.33939,-121.89496,FullTime,OnSite,,"{""electrical_engineering"": 67, ""computer_science"": 0, ""mechanical_engineering"": 15, ""civil_engineering"": 9, ""production_engineering"": 9, ""administration"": 9, ""data_science"": 0}",https://jobs.ashbyhq.com/etched/5c3d84b0-0d6a-430b-80b5-f378eb541202/application
ashby,https://jobs.ashbyhq.com/etched/a735c757-7d39-47de-9329-77d6362b5547,Etched,MTS - Firmware,Austin,30.26715,-97.74306,FullTime,OnSite,,"{""electrical_engineering"": 17, ""computer_science"": 51, ""mechanical_engineering"": 9, ""civil_engineering"": 12, ""production_engineering"": 0, ""administration"": 0, ""data_science"": 0}",https://jobs.ashbyhq.com/etched/a735c757-7d39-47de-9329-77d6362b5547/application
ashby,https://jobs.ashbyhq.com/etched/8e280db7-f954-4467-b3ea-b9b4386d6632,Etched,Embedded Software Engineer,San Jose,37.33939,-121.89496,FullTime,OnSite,,"{""electrical_engineering"": 17, ""computer_science"": 70, ""mechanical_engineering"": 9, ""civil_engineering"": 12, ""production_engineering"": 0, ""administration"": 0, ""data_science"": 0}",https://jobs.ashbyhq.com/etched/8e280db7-f954-4467-b3ea-b9b4386d6632/application
ashby,https://jobs.ashbyhq.com/etched/b45e357c-07ea-4499-9911-1d3cc9b9ac71,Etched,Supercomputing Intern,San Jose,37.33939,-121.89496,Intern,OnSite,internship,"{""electrical_engineering"": 15, ""computer_science"": 65, ""mechanical_engineering"": 9, ""civil_engineering"": 12, ""production_engineering"": 0, ""administration"": 0, ""data_science"": 9}",https://jobs.ashbyhq.com/etched/b45e357c-07ea-4499-9911-1d3cc9b9ac71/application
ashby,https://jobs.ashbyhq.com/etched/38eac11e-2970-40d1-a477-4e08311371f0,Etched,Optical Systems Engineer,San Jose,37.33939,-121.89496,FullTime,OnSite,,"{""electrical_engineering"": 21, ""computer_science"": 0, ""mechanical_engineering"": 58, ""civil_engineering"": 9, ""production_engineering"": 0, ""administration"": 0, ""data_science"": 0}",https://jobs.ashbyhq.com/etched/38eac11e-2970-40d1-a477-4e08311371f0/application
ashby,https://jobs.ashbyhq.com/etched/5cc7effb-c1d8-4cb8-a0c3-0bd4f7045fe5,Etched,Product Quality Engineer,San Jose,37.33939,-121.89496,FullTime,OnSite,,"{""electrical_engineering"": 21, ""computer_science"": 0, ""mechanical_engineering"": 9, ""civil_engineering"": 9, ""production_engineering"": 59, ""administration"": 9, ""data_science"": 0}",https://jobs.ashbyhq.com/etched/5cc7effb-c1d8-4cb8-a0c3-0bd4f7045fe5/application
ashby,https://jobs.ashbyhq.com/etched/811532da-5d3a-4382-b4cf-40b620459b49,Etched, Quality Engineer ,Taoyuan,24.99368,121.29696,FullTime,,,"{""electrical_engineering"": 18, ""computer_science"": 0, ""mechanical_engineering"": 9, ""civil_engineering"": 9, ""production_engineering"": 17, ""administration"": 9, ""data_science"": 0}",https://jobs.ashbyhq.com/etched/811532da-5d3a-4382-b4cf-40b620459b49/application
ashby,https://jobs.ashbyhq.com/etched/bab9e9c5-d0b0-4bac-b784-20a177a6fc3a,Etched,Emulation Engineer - Hardware Prototyping (HAPS),San Jose,37.33939,-121.89496,FullTime,OnSite,,"{""electrical_engineering"": 17, ""computer_science"": 51, ""mechanical_engineering"": 9, ""civil_engineering"": 9, ""production_engineering"": 0, ""administration"": 0, ""data_science"": 9}",https://jobs.ashbyhq.com/etched/bab9e9c5-d0b0-4bac-b784-20a177a6fc3a/application
ashby,https://jobs.ashbyhq.com/etched/845adb04-9dbe-43f5-b927-22115dea25a1,Etched,Thermal /Mechanical Hybrid Engineer,San Jose,37.33939,-121.89496,FullTime,OnSite,,"{""electrical_engineering"": 54, ""computer_science"": 0, ""mechanical_engineering"": 64, ""civil_engineering"": 9, ""production_engineering"": 0, ""administration"": 0, ""data_science"": 0}",https://jobs.ashbyhq.com/etched/845adb04-9dbe-43f5-b927-22115dea25a1/application
ashby,https://jobs.ashbyhq.com/etched/56400dde-55ea-43c8-862c-cb0b14eb063c,Etched,Security Engineer (Remote),Remote,,,FullTime,Remote,,"{""electrical_engineering"": 15, ""computer_science"": 61, ""mechanical_engineering"": 9, ""civil_engineering"": 9, ""production_engineering"": 12, ""administration"": 12, ""data_science"": 9}",https://jobs.ashbyhq.com/etched/56400dde-55ea-43c8-862c-cb0b14eb063c/application
ashby,https://jobs.ashbyhq.com/etched/831bfa22-d883-450b-9b10-2a16421525a0,Etched,"Applied AI Engineer, Silicon Engineering",San Jose,37.33939,-121.89496,FullTime,OnSite,,"{""electrical_engineering"": 15, ""computer_science"": 58, ""mechanical_engineering"": 9, ""civil_engineering"": 9, ""production_engineering"": 0, ""administration"": 0, ""data_science"": 9}",https://jobs.ashbyhq.com/etched/831bfa22-d883-450b-9b10-2a16421525a0/application
ashby,https://jobs.ashbyhq.com/etched/84cd9ae3-7dbc-4200-a00d-ed080b94de42,Etched,Demand Planner,San Jose,37.33939,-121.89496,FullTime,OnSite,,"{""electrical_engineering"": 15, ""computer_science"": 9, ""mechanical_engineering"": 9, ""civil_engineering"": 9, ""production_engineering"": 9, ""administration"": 42, ""data_science"": 12}",https://jobs.ashbyhq.com/etched/84cd9ae3-7dbc-4200-a00d-ed080b94de42/application
ashby,https://jobs.ashbyhq.com/etched/bb2d320e-50d1-4182-a0c8-975ad2015e1c,Etched,Data Center Engineer,San Jose,37.33939,-121.89496,FullTime,OnSite,,"{""electrical_engineering"": 21, ""computer_science"": 9, ""mechanical_engineering"": 9, ""civil_engineering"": 9, ""production_engineering"": 15, ""administration"": 12, ""data_science"": 9}",https://jobs.ashbyhq.com/etched/bb2d320e-50d1-4182-a0c8-975ad2015e1c/application
ashby,https://jobs.ashbyhq.com/etched/2021199f-221e-4a8c-aa66-210496cb38da,Etched,General Application,San Jose,37.33939,-121.89496,FullTime,OnSite,,"{""electrical_engineering"": 9, ""computer_science"": 0, ""mechanical_engineering"": 9, ""civil_engineering"": 9, ""production_engineering"": 0, ""administration"": 0, ""data_science"": 0}",https://jobs.ashbyhq.com/etched/2021199f-221e-4a8c-aa66-210496cb38da/application
ashby,https://jobs.ashbyhq.com/etched/fbade92c-43c8-4e8d-931a-be9c5ec27b5b,Etched,Head of Platform Product Reliability,San Jose,37.33939,-121.89496,FullTime,OnSite,,"{""electrical_engineering"": 64, ""computer_science"": 9, ""mechanical_engineering"": 58, ""civil_engineering"": 9, ""production_engineering"": 15, ""administration"": 12, ""data_science"": 12}",https://jobs.ashbyhq.com/etched/fbade92c-43c8-4e8d-931a-be9c5ec27b5b/application
ashby,https://jobs.ashbyhq.com/etched/d8ee2a43-d5be-47f0-9c89-f7a39bb9db0d,Etched,Physical Design Engineer - Flow & Methodologies,San Jose,37.33939,-121.89496,FullTime,OnSite,,"{""electrical_engineering"": 15, ""computer_science"": 12, ""mechanical_engineering"": 12, ""civil_engineering"": 9, ""production_engineering"": 12, ""administration"": 0, ""data_science"": 9}",https://jobs.ashbyhq.com/etched/d8ee2a43-d5be-47f0-9c89-f7a39bb9db0d/application
ashby,https://jobs.ashbyhq.com/etched/b03aad0f-6915-414c-a65e-9679df9fb1a0,Etched,"Physical Design Engineer - Block Level, Subsystem Implementation",San Jose,37.33939,-121.89496,FullTime,OnSite,,"{""electrical_engineering"": 12, ""computer_science"": 12, ""mechanical_engineering"": 12, ""civil_engineering"": 9, ""production_engineering"": 15, ""administration"": 0, ""data_science"": 9}",https://jobs.ashbyhq.com/etched/b03aad0f-6915-414c-a65e-9679df9fb1a0/application
